Cl_Property_ID,CL_Contract_Price,CL_Transfer_Date,Cl_History_From,Cl_Est_Land_Area,Cl_Equiv_Building_Area,Cl_Floor_Area,Cl_Bedrooms,Cl_Bathrooms,Cl_Car_Spaces,Cl_Garages,Cl_Year_Built,Cl_Materials_In_Roof,Cl_Materials_In_External_Walls,Cl_Materials_In_Floor,Cl_Bond_Amount,Cl_Access_Security_Installed,Cl_Air_Conditioned,Cl_Architectural_Style,Cl_Close_To_Public_Transport,Cl_Condition,Cl_Construction_Type,Cl_Dining_Rooms,Cl_Ensuites,Cl_Family_Rooms,Cl_Fireplace,Cl_Floor_Level_Of_Unit,Cl_Frontage,Cl_Lounge_Rooms,Cl_Street_Frontage_Size,Cl_Games_Rooms,Cl_Kitchens,Cl_Meal_Rooms,Cl_Study_Rooms,Cl_Floor_Levels_Inside_Unit,Cl_On_Main_Road,Cl_Renovated,Cl_Scenic_View,Cl_Swimming_Pool,Cl_Toilets,Cl_Heritage_Flag,CL_Property_Type,CL_Unit_No,CL_Unit_No_Derived,CL_Street_No_Start,CL_Street_No_End,CL_Street_Name,CL_Street_Type,CL_Street_Direction,CL_Suburb,CL_Postcode,CL_State,CL_Land_Area
5097539,128000,19/06/2012,8/03/2012,1012,?,?,2,1,1,?,?,Asbestos Cement,Fibro,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,118,?,Tenth,Avenue,?,Home Hill,4806,QLD,1012
10741750,0,17/12/2017,17/12/2017,672,?,?,3,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,8,?,Fiscom,Court,?,Croydon North,3136,VIC,672
7273683,290000,7/11/2019,1/02/2019,16965,?,155,4,2,2,?,1998,Other,Other,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,38,?,Beaconsfield,Road,?,Sandy Creek,4515,QLD,19250
2225879,650000,23/10/2014,23/10/2014,620,?,?,4,2,2,2,?,?,?,?,?,Y,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,42,?,Folkes,Street,?,Elderslie,2570,NSW,621
15984117,383000,29/06/2012,29/06/2012,602,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,13,?,Shetland,Avenue,?,Dubbo,2830,NSW,600
3033358,250000,31/10/2011,3/04/2011,?,?,?,2,1,1,1,?,?,?,Timber Floor,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,Unit,3,?,201,?,Golden Four,Drive,?,Bilinga,4225,QLD,?
11747553,660000,17/06/2014,17/06/2014,?,?,104,2,2,2,2,2007,Iron,?,?,2600,?,Y,?,?,?,?,1,?,?,?,?,?,1,?,?,1,1,?,?,?,?,Y,?,?,?,Unit,403,?,30,44,the Circus,?,?,Burswood,6100,WA,157
2632254,0,13/07/2018,22/03/2018,613,?,196,3,3,4,4,1960,OTHER,OTHER,Floorboards,7200,Y,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,4,?,Bent,Street,?,Greenwich,2065,NSW,613
12033239,528000,20/09/2016,20/09/2016,1045,?,?,3,1,2,2,?,?,?,Floorboards,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,54,?,Clegg,Road,?,Mount Evelyn,3796,VIC,1045
11507602,170000,16/11/2011,4/09/2011,395,?,134,3,1,1,?,1955,Concretetiles,Weatherboard,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,7,?,Creeth,Street,?,Long Gully,3550,VIC,395
14540164,307000,20/11/2019,5/11/2019,600,?,141,4,2,2,2,2009,Concrete tile,Brick,?,1360,?,Y,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,1,?,Hann,Way,?,Brassall,4305,QLD,600
10960495,670000,27/10/2011,27/10/2011,1000,?,?,3,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,4,?,Merran,Grove,?,Fairhaven,3231,VIC,1000
16940759,358000,12/02/2014,12/02/2014,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,45,?,11,?,Crayfish,Street,?,Mountain Creek,4557,QLD,158
13971589,295000,30/08/2018,30/08/2018,736,?,128,3,1,2,1,1949,Colorbond,Brick Board,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,44,?,Windsor,Street,?,Glenorchy,7010,TAS,736
16476778,645000,3/06/2013,3/06/2013,?,?,90,2,2,?,?,1920,Unsighted,Brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,428,?,11,23,Gordon,Street,?,Marrickville,2204,NSW,?
11479076,287000,19/08/2015,19/08/2015,1017,?,113,3,1,1,?,1992,Tile,Brick,?,1280,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,Unit,?,?,15,?,Brotherton,Way,?,Australind,6233,WA,529
7803961,337000,20/10/2010,18/09/2010,2,?,?,2,1,1,1,?,?,?,?,1400,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,9,?,16,?,Gailey,Road,?,St Lucia,4067,QLD,112
17546693,227090,5/03/2015,5/03/2015,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,5,?,Vivian,Street,?,Kembla Grange,2526,NSW,571
14612021,0,1/12/2017,1/12/2017,935,?,?,2,1,1,1,1960,?,?,?,1477,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,6,?,1690,?,Malvern,Road,?,Glen Iris,3146,VIC,932
17811839,?,30/06/2011,30/06/2011,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,?,?,Werribee Vale,Road,?,Maddingley,3340,VIC,120757
16574420,665000,2/06/2017,10/04/2017,?,?,?,2,2,?,1,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,UNIT,5,N,1,?,MORELLO,CIRCLE,?,DONCASTER EAST,3109,VIC,?
10852032,430000,31/10/2012,31/10/2012,744,?,?,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,12,?,Seaview,Street,?,Dromana,3936,VIC,744
17379041,419000,12/03/2019,12/03/2019,?,?,101,2,2,1,2,2015,colorbond steel,brick veneer (rendered)  lightweight cladding,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,3,?,44,?,Lorn,Road,?,Crestwood,2620,NSW,190
16392258,670000,14/06/2013,14/06/2013,?,?,78,2,2,1,1,1920,Unsighted,Cavity Brick/Concrete,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,201,?,11,23,Gordon,Street,?,Marrickville,2204,NSW,?
11784041,173000,12/06/2015,12/06/2015,625,?,?,2,1,1,1,?,?,?,Carpet Floor,?,?,Y,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,2,?,?,?,?,?,?,?,House,?,?,5,?,Cleary,Avenue,?,Mildura,3500,VIC,625
7332094,500000,21/03/2016,1/11/2015,1049,?,199,3,1,2,2,1984,Concrete Tile,Brick Veneer,Porcelain Floor,1680,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,1,?,House,?,?,2,?,Yampi,Court,?,Shailer Park,4128,QLD,1059
5410662,89000,23/12/2011,13/12/2011,914,?,?,4,2,2,4,?,?,?,Carpet Floor,1480,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,3,?,Bridgeman,Parade,?,Kingaroy,4610,QLD,914
10535435,725000,4/07/2012,4/07/2012,566,?,?,3,1,2,2,?,Tiles,Wood,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,12,?,Glencairn,Avenue,?,Coburg,3058,VIC,562
2287236,0,23/09/2016,27/07/2016,76000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,Lot 3,?,?,?,Newell,Highway,?,Eumungerie,2822,NSW,95940
9615458,256000,5/04/2012,16/02/2012,12,63,61,2,1,1,2,1971,Concretetiles,Brick,?,1560,?,?,Convenl,Y,Good,?,?,?,?,?,1,16.76,?,16.76,?,?,?,?,?,?,Y,?,?,?,?,House,11,?,29,?,Cliff,Street,?,Glenelg East,5045,SA,?
11278114,618000,6/11/2017,9/03/2017,297,?,1317,2,1,?,1,1957,?,?,?,?,Y,?,?,Y,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,Y,?,?,?,?,?,Unit,8,?,63,?,Poath,Road,?,Murrumbeena,3163,VIC,?
4841597,0,20/11/2018,5/11/2018,373,?,118,3,1,1,1,1940,Terracotta tile,Brick veneer,Blackbutt Timber Floor Carpet Floor,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,House,?,?,57,?,Freyberg,Street,?,New Lambton,2305,NSW,373
7488736,415000,7/08/2018,7/08/2018,1000,?,?,4,2,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,4,?,Callistemon,Court,?,Southside,4570,QLD,1000
15718734,699990,23/08/2012,23/08/2012,552,?,?,3,3,?,2,?,?,?,Tiled Floor,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,190,?,Keylana,Drive,?,Keysborough,3173,VIC,551
8251810,385000,6/05/2016,28/04/2016,511,?,119,2,1,1,1,1984,Colorbond,Brick,Carpet Floor,1560,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,3,?,18,?,Hooker,Street,?,Windsor,4030,QLD,?
9600288,1560000,11/10/2014,11/10/2014,717,?,?,2,1,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,58,?,Sutton,Street,?,Balwyn North,3104,VIC,715
1848571,665000,3/12/2015,28/10/2015,1097,?,97,2,2,?,?,1930,Unknown,Brick,Carpet Floor,2400,Y,Y,?,Y,?,?,?,1,?,?,2,?,?,?,?,?,?,1,1,Y,?,?,?,?,?,Unit,11,?,1,?,Wiley,Street,?,Chippendale,2008,NSW,1107
2657829,810000,20/04/2016,20/04/2016,560,?,?,3,1,1,1,?,?,?,?,?,?,Y,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,2,?,House,?,?,73,?,Gozo,Road,?,Greystanes,2145,NSW,566
10542432,756756,8/02/2016,8/02/2016,161,?,?,3,1,2,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,House,?,?,63,?,Murray,Street,?,Coburg,3058,VIC,430
3082977,285000,3/08/2017,3/08/2017,1023,?,158,3,1,2,?,1960,Colorbond,Timber,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,138,?,Brae,Street,?,Inverell,2360,NSW,1024
9576439,1610000,16/10/2018,16/10/2018,726,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7,?,Ajax,Street,?,Balwyn North,3104,VIC,726
44035670,935000,26/02/2018,16/02/2018,438,?,193,5,2,2,2,2017,COLOURBOND,OTHER,?,?,Y,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,28,?,Bertie,Street,?,Marsden Park,2765,NSW,438
17607335,685000,26/04/2016,26/04/2016,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,4,?,11,?,Evans,Street,?,Moonee Ponds,3039,VIC,?
13929659,390000,9/07/2011,9/07/2011,8662,?,90,2,1,2,?,1996,Colorbond,Timber,Timber Floor,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,60,?,Bicheno,Street,?,Clifton Beach,7020,TAS,8662
4397205,160000,9/10/2013,15/02/2012,730,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,36,?,Dublin,Drive,?,Eagleby,4207,QLD,726
18004424,435000,3/08/2016,3/08/2016,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,1,?,57,?,Kingsford Smith,Parade,?,Maroochydore,4558,QLD,105
2143585,265000,19/12/2017,19/12/2017,691,?,?,3,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,243,?,Wingewarra,Street,?,Dubbo,2830,NSW,702
17038831,587000,16/10/2017,16/10/2017,?,?,49,2,1,1,1,1965,Metal Decking,Brick,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,Y,?,?,?,Unit,12,?,4,?,Lambert,Road,?,Toorak,3142,VIC,?
10575965,0,17/06/2015,16/02/2012,731,77,77,3,1,?,?,1977,Imit/Tile,CEM/WB/LG,?,?,?,?,Ranch,?,Good,?,?,?,?,?,?,19,?,19,?,?,?,?,?,?,?,?,?,?,?,House,?,?,87,?,Ti-Tree,Road,?,the Pines,5577,SA,741
6608974,1130000,1/07/2016,1/07/2016,?,?,100,1,1,1,?,2004,Other,Rendered,?,?,?,Y,?,?,?,?,?,?,?,?,48,?,?,?,?,?,?,1,1,Y,?,Y,Y,1,?,Unit,4807,?,93,?,Liverpool,Street,?,Sydney,2000,NSW,?
12201217,333000,12/04/2012,12/04/2012,?,?,?,6,3,?,3,1977,Fibro,B/Ven  Fibro,?,?,?,?,?,?,?,?,1,?,?,?,?,?,2,?,?,2,1,?,?,?,?,?,Y,?,?,House,?,?,2,?,York,Road,?,Furnissdale,6209,WA,2103
5906068,670000,28/08/2014,15/02/2012,?,?,95,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,Unit,27,?,37,?,Albatross,Avenue,?,Mermaid Beach,4218,QLD,?
46005013,400000,15/02/2019,15/02/2019,3576,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,7,?,13,?,Skyline,Street,?,Gorokan,2263,NSW,156
13399364,320000,23/04/2018,14/03/2018,?,?,70,2,1,1,?,1988,Tile,?,?,?,?,Y,?,?,?,?,1,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,Unit,3,?,155,?,French,Street,?,Tuart Hill,6060,WA,133
3553867,0,18/11/2017,28/10/2017,506,?,?,4,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,25,?,Barremma,Road,?,Lakemba,2195,NSW,472
7528122,0,28/09/2018,21/10/2016,1046,?,?,5,4,2,?,1970,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,40,?,Billarga,Road,?,Westleigh,2120,NSW,1069
15899432,350000,7/02/2012,7/02/2012,?,?,111,3,2,?,2,2011,Tile,Brick,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,Unit,?,?,24B,?,Dania,Way,?,Butler,6036,WA,208
13217556,440000,9/05/2015,9/05/2015,650,?,130,3,1,2,2,1960,Concrete Tile,Brick Veneer,Timber Floor,1213,?,Y,?,Y,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,124,?,Main,Road,East,St Albans,3021,VIC,650
14656113,250000,21/08/2017,21/08/2017,173,?,?,2,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,3,?,14,16,Elizabeth,Street,?,St Albans Park,3219,VIC,253
6588141,1050000,7/10/2016,7/10/2016,201,?,130,3,1,?,?,?,?,?,?,1560,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,39,?,George,Street,?,Sydenham,2044,NSW,190
16131071,1370000,23/11/2018,23/11/2018,436,?,?,5,4,2,2,?,?,?,Timber Floor,?,?,Y,?,?,?,?,?,3,?,Y,?,?,?,?,?,?,?,?,?,?,?,Y,?,4,?,House,?,?,4,?,Gordon,Terrace,?,Indooroopilly,4068,QLD,436
13803588,508000,30/11/2011,30/11/2011,656,?,?,3,1,2,2,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,59,?,Darnley,Grove,?,Wheelers Hill,3150,VIC,663
3141853,237500,2/06/2011,2/06/2011,1255,?,?,2,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,2,?,4,?,Harvard,Close,?,Jesmond,2299,NSW,?
2065713,1235000,15/08/2015,15/08/2015,4160,?,117,2,2,1,1,?,?,?,Timber Floor,3160,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,?,Y,?,?,?,Unit,310,?,46,50,Burton,Street,?,Darlinghurst,2010,NSW,?
6699224,250000,26/10/2012,26/10/2012,801,?,?,3,2,2,1,?,?,Brick Veneer,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,32,?,Killawarra,Drive,?,Taree,2430,NSW,801
10615897,360000,13/12/2018,3/10/2018,760,102,100,4,1,1,1,1970,Other,Other,?,1740,?,?,Convenl,?,Average,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,124,?,Nelson,Road,?,Valley View,5093,SA,760
1410847,210000,23/07/2015,23/07/2015,1069,?,?,3,2,4,4,?,?,Brick Veneer,?,1040,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,14,?,Bent,Street,?,Berridale,2628,NSW,1069
16755908,275000,21/07/2014,21/07/2014,101,?,87,2,1,1,?,2014,Colorbond,Brick Veneer and Weatherboard,Porcelain Floor,?,?,Y,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,Unit,7,?,12,?,Hillier,Road,?,Morphett Vale,5162,SA,115
15739045,125000,2/03/2011,2/03/2011,?,?,?,4,2,?,2,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,11,?,Howell,Drive,?,Echuca,3564,VIC,?
1497226,46000,6/06/2016,5/04/2015,731,?,?,5,2,2,2,2005,?,?,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,1,?,House,?,?,33,?,Sandpiper,Crescent,?,Boambee East,2452,NSW,731
15903823,457600,14/10/2010,14/10/2010,?,?,190,3,2,2,?,2007,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,405,?,10,16,Marquet,Street,?,Rhodes,2138,NSW,?
15958753,265000,6/12/2011,6/12/2011,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,34,?,Nicola,Street,?,Warner,4500,QLD,750
3117711,499950,31/01/2013,21/12/2012,4854,?,?,2,1,1,1,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,20,?,139,?,Sutherland,Road,?,Jannali,2226,NSW,212
13070775,615000,23/09/2012,23/09/2012,367,?,264,4,2,?,3,2008,Tile,?,Carpet Floor Porcelain Floor,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,1,1,?,1,?,?,?,?,?,?,?,House,?,?,1,?,Lannion,Lane,?,Port Kennedy,6172,WA,700
17486961,450000,24/04/2018,24/04/2018,?,?,?,2,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,106,?,296,?,Mt Dandenong,Road,?,Croydon,3136,VIC,?
9311672,0,29/06/2012,13/12/2010,?,?,?,2,1,?,?,?,?,?,?,1151,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,Unit,10,?,22,?,Denbigh,Road,?,Armadale,3143,VIC,905
3822890,320000,31/07/2019,31/07/2019,558,?,?,3,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,10,?,Hazzard,Street,?,Centenary Heights,4350,QLD,558
46072860,567000,27/10/2017,27/10/2017,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,306,?,5,?,Cullen,Avenue,?,Jordan Springs,2747,NSW,?
5385747,495000,16/03/2018,9/10/2017,20030,?,149,4,2,2,2,1978,Metal,Hardiplank,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,1027,?,Kerry,Road,?,Kerry,4285,QLD,20030
13652841,198000,23/09/2014,23/09/2014,389,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,58,?,Caradon,Drive,?,Truganina,3029,VIC,389
10895839,955000,30/11/2013,4/11/2013,?,?,341,3,1,1,?,?,?,?,?,?,?,Y,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,House,?,?,37,?,Hopetoun,Street,?,Elsternwick,3185,VIC,311
5768597,55750,10/06/2014,1/05/2014,65,?,?,1,1,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,16,?,7,27,Mclachlan,Street,?,Manunda,4870,QLD,60
10143191,268000,3/09/2014,3/09/2014,680,?,?,3,2,2,2,?,?,?,?,1800,?,Y,?,?,?,?,?,1,?,?,?,20,?,20,?,?,?,?,?,?,?,?,?,1,?,House,?,?,9,?,the Broadway,?,?,Murray Bridge,5253,SA,680
16744788,600000,25/03/2011,25/03/2011,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,106,?,22,?,Eyre,Street,?,Kingston,2604,ACT,?
14552156,360000,16/01/2012,16/01/2012,?,?,?,2,1,1,1,?,?,?,?,1603,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,106,?,182,?,Barkly,Street,?,St Kilda,3182,VIC,?
14016802,380000,29/08/2013,29/08/2013,60298,?,114,2,1,2,?,2006,Colorbond,Imitation Weatherboard,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,42,?,Huon View,Road,?,Lower Longley,7109,TAS,60650
3618589,600000,4/08/2017,4/08/2017,73436,?,?,1,1,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,370,?,Phoenix Park,Road,?,Largs,2320,NSW,69810
15005491,855000,27/06/2015,13/06/2013,?,?,132,2,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,Unit,804,?,222,?,Botany,Road,?,Alexandria,2015,NSW,?
17429995,127500,25/01/2013,25/01/2013,266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,20,?,Dawkins,Avenue,?,Fraser Rise,3336,VIC,266
12040603,585000,18/01/2018,18/01/2018,2011,?,?,3,2,4,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,111,?,Moss,Avenue,?,Mount Helen,3350,VIC,2012
1404482,380000,5/12/2014,5/12/2014,826,?,?,4,2,2,2,?,?,Brick Veneer,?,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,House,?,?,3,?,Guboo,Place,?,Bermagui,2546,NSW,826
17708392,130000,22/01/2016,22/01/2016,512,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,40,?,Ruthven,Circuit,?,Wodonga,3690,VIC,512
11763096,565000,21/10/2017,21/10/2017,609,?,120,3,1,1,?,1985,Concrete Tile,Brick Veneer,?,823,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,6,?,Gael,Court,?,Mernda,3754,VIC,609
13861862,385000,4/05/2017,4/05/2017,700,?,171,3,2,1,1,1978,Tile,Brick,Concrete,?,?,Y,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,26,?,Milton,Drive,?,Wyndham Vale,3024,VIC,699
18081009,260000,19/04/2017,2/04/2017,505,?,74,2,1,?,0,1955,UNKNOWN,UNKNOWN,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,5,?,Simpson,Avenue,?,Devon Park,5008,SA,505
10722685,575000,19/11/2012,19/11/2012,462,?,?,3,2,2,2,?,?,Brick,?,?,?,Y,?,?,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,?,?,5,?,Hannora,Crescent,?,Croydon,3136,VIC,462
15531604,613500,21/04/2011,21/04/2011,253,?,165,3,2,2,2,?,Colorbond,Rendered Brick,?,2200,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,House,4,?,48,?,Sansom,Road,?,Semaphore Park,5019,SA,253
