Cl_Property_ID,CL_Contract_Price,CL_Transfer_Date,Cl_History_From,Cl_Est_Land_Area,Cl_Equiv_Building_Area,Cl_Floor_Area,Cl_Bedrooms,Cl_Bathrooms,Cl_Car_Spaces,Cl_Garages,Cl_Year_Built,Cl_Materials_In_Roof,Cl_Materials_In_External_Walls,Cl_Materials_In_Floor,Cl_Bond_Amount,Cl_Access_Security_Installed,Cl_Air_Conditioned,Cl_Architectural_Style,Cl_Close_To_Public_Transport,Cl_Condition,Cl_Construction_Type,Cl_Dining_Rooms,Cl_Ensuites,Cl_Family_Rooms,Cl_Fireplace,Cl_Floor_Level_Of_Unit,Cl_Frontage,Cl_Lounge_Rooms,Cl_Street_Frontage_Size,Cl_Games_Rooms,Cl_Kitchens,Cl_Meal_Rooms,Cl_Study_Rooms,Cl_Floor_Levels_Inside_Unit,Cl_On_Main_Road,Cl_Renovated,Cl_Scenic_View,Cl_Swimming_Pool,Cl_Toilets,Cl_Heritage_Flag,CL_Property_Type,CL_Unit_No,CL_Unit_No_Derived,CL_Street_No_Start,CL_Street_No_End,CL_Street_Name,CL_Street_Type,CL_Street_Direction,CL_Suburb,CL_Postcode,CL_State,CL_Land_Area
11177424,450000,25/04/2017,25/04/2017,537,?,101,3,2,1,1,1990,Tile,Brick,?,1257,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,148,?,Warana,Drive,?,Hampton Park,3976,VIC,545
11216726,1380000,1/06/2013,1/06/2013,585,?,191,4,2,1,1,1890,CGI,Weatherboard,Timber Floor,?,Y,Y,?,Y,?,?,1,?,1,?,?,?,1,?,?,?,?,?,?,?,Y,?,Y,?,?,House,?,?,8,?,Bolden,Street,?,Heidelberg,3084,VIC,585
11267988,95000,16/09/2010,16/09/2010,571,?,?,3,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,80,?,Albert,Street,?,Horsham,3400,VIC,394
11295766,1185000,9/05/2011,20/03/2011,557,?,?,3,2,2,1,?,?,Brick Veneer,Timber Floor,?,Y,Y,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,1,?,?,?,Y,?,?,?,House,?,?,1,?,Corona,Street,?,Ivanhoe,3079,VIC,552
11298499,0,20/09/2013,20/12/2011,5489,?,180,3,2,2,?,1962,Metal Decking,Brick Veneer (Part Rendered),?,?,Y,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,9,?,Nyorie,Court,?,Ivanhoe,3079,VIC,5487
11305132,615000,9/06/2015,9/06/2015,293,?,?,4,1,1,2,2013,?,?,Timber Floor,?,?,Y,?,?,?,?,1,1,2,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,2,?,Strathcairn,Avenue,?,Jan Juc,3228,VIC,292
11335032,710000,26/10/2016,26/10/2016,900,?,?,4,2,1,2,?,Tile,Brick,?,?,?,?,?,Y,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,Y,?,?,?,?,House,?,?,54,?,Erebus,Street,?,Keilor Park,3042,VIC,558
11343883,572000,12/09/2016,12/09/2016,67,?,81,2,2,1,1,1995,Colorbond,Brick Veneer Weatherboard,Carpet Floor,1847,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,House,?,?,6,?,Sims,Square,?,Kensington,3031,VIC,67
11395438,0,11/12/2012,25/10/2012,666,?,139,3,1,1,1,1960,Concrete,Brickveneer,Timber,1040,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,64,?,Henry,Street,?,Koo Wee Rup,3981,VIC,664
11403052,290000,3/11/2016,3/11/2016,650,?,110,3,2,4,4,1990,Concrete Tile,Brick Veneer,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,27,?,Dunvegan,Drive,?,Kurunjang,3337,VIC,650
11406410,305000,16/05/2014,15/11/2013,1200,?,?,3,1,2,3,?,?,Brick Veneer,Concrete Floor,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,73,?,Dawes,Road,?,Kyabram,3620,VIC,1058
11428300,373000,29/10/2012,29/10/2012,557,?,?,3,1,?,2,?,?,?,?,?,?,Y,?,Y,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,15,?,Robert,Street,?,Lalor,3075,VIC,557
11450253,252000,18/05/2012,18/05/2012,733,?,?,3,1,1,?,1978,Tile,Brick,Carpet Floor,?,?,?,?,?,?,?,1,?,1,?,?,?,1,?,1,1,?,?,?,?,?,?,Y,?,?,House,?,?,9,?,Wyloo,Place,?,Armadale,6112,WA,733
11477565,500000,11/11/2014,11/11/2014,776,?,211,4,2,2,2,2010,Iron,Brick,Timber Floor,?,?,Y,?,?,?,?,1,?,1,Y,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,House,?,?,46,?,Abbeygate,Street,?,Australind,6233,WA,776
11507789,405000,18/12/2013,18/12/2013,509,?,169,4,2,2,2,2005,Tile,?,Carpet Floor,?,Y,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,1,?,1,?,?,?,Y,?,?,?,House,?,?,15,?,Brennan,Promenade,?,Baldivis,6171,WA,509
11514325,60000,27/01/2016,27/01/2016,115,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Unit,2,?,5,?,Cora Lynn,Court,?,Lorne,3232,VIC,?
11520898,960000,12/04/2016,12/04/2016,1036,?,?,3,2,2,2,?,?,?,?,?,?,Y,?,Y,?,?,?,1,1,Y,?,?,?,?,?,?,?,1,?,?,?,Y,?,2,?,House,?,?,7,?,Gwenda,Court,?,Lower Plenty,3093,VIC,1036
11536166,450000,28/10/2014,28/10/2014,751,?,95,3,1,1,?,1992,Tile,Other,Slate Floor,1760,?,Y,?,?,?,?,?,?,1,?,?,?,1,?,?,1,1,?,?,?,?,?,?,?,?,House,?,?,4,?,Marley,Close,?,Ballajura,6066,WA,751
11537458,280000,2/10/2012,2/10/2012,16187,?,?,3,1,1,4,?,?,?,Concrete Floor,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,54,?,Heckfield,Street,?,Macarthur,3286,VIC,16700
11540674,435000,4/02/2011,4/02/2011,198800,?,?,4,2,8,4,?,?,?,Concrete Floor,?,?,Y,?,?,?,?,?,1,?,Y,?,?,?,?,?,?,?,?,?,?,?,Y,Y,?,?,House,?,?,128,?,Baxters,Road,?,Macks Creek,3971,VIC,200000
11553910,315000,15/09/2011,15/09/2011,?,?,96,3,1,1,?,1994,Tile,?,?,1320,?,Y,?,?,?,?,1,?,1,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,Unit,13,?,1,?,Iolanthe,Street,?,Bassendean,6054,WA,285
11583130,716000,22/05/2016,22/05/2016,?,?,116,3,1,1,1,1960,Metal Deck,Brick Veneer,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,Y,?,?,?,?,?,Unit,5,?,172,?,Wattletree,Road,?,Malvern,3144,VIC,1132
11626823,320550,10/04/2014,10/04/2014,189,?,106,3,2,1,2,2008,Iron,Brick,Carpet Floor,1600,Y,?,?,?,?,?,1,1,?,?,?,?,1,?,?,1,?,?,?,?,?,Y,?,?,?,House,12,?,132,?,Clayton,Street,?,Bellevue,6056,WA,189
11638817,665000,18/07/2013,18/07/2013,583,?,189,4,3,2,2,1996,Tile,Doublebrick,Timber Floor,?,Y,Y,?,?,?,?,1,?,1,?,?,?,1,?,1,1,1,1,?,?,?,?,?,?,?,House,?,?,66A,?,Ashburton,Street,?,Bentley,6102,WA,583
11645306,1675500,14/11/2016,14/11/2016,390,?,188,4,2,2,2,?,?,?,?,?,?,Y,?,Y,?,?,1,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,40,?,Wheatley,Road,?,Mckinnon,3204,VIC,394
11648030,220000,3/04/2012,3/04/2012,815,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,35,?,Cape York,Ramble,?,Bertram,6167,WA,815
11648267,435000,23/11/2012,23/11/2012,603,?,190,4,2,2,2,2006,Tile,Brick,Timber Floor,?,?,Y,?,?,?,?,?,1,1,?,?,?,1,?,1,1,1,?,?,?,?,?,?,?,?,House,?,?,62,?,Champion,Drive,?,Bertram,6167,WA,603
11687855,325000,28/03/2011,17/02/2011,?,?,?,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,1009,?,60,?,Market,Street,?,Melbourne,3000,VIC,1009
11692701,355000,13/08/2016,13/08/2016,?,?,35,1,1,1,1,1980,?,?,Timber Floor,1456,Y,?,?,?,?,?,?,?,?,?,8,?,1,?,?,?,?,?,?,Y,?,Y,Y,1,?,Unit,803,?,81,?,Queens,Road,?,Melbourne,3004,VIC,?
11704481,345000,18/09/2013,9/08/2013,?,?,?,1,1,1,1,?,?,?,Concrete Floor Polished Concrete Floor,1950,?,?,?,?,?,?,?,?,?,?,2,?,?,?,?,?,?,?,?,Y,?,?,Y,?,?,Unit,213,?,9,?,Commercial,Road,?,Melbourne,3004,VIC,?
11705771,1900000,24/05/2011,24/05/2011,?,?,?,3,2,4,4,?,?,?,Porcelain Floor,?,Y,?,?,Y,?,?,1,1,?,?,18,?,1,?,?,?,?,?,?,Y,?,Y,Y,?,?,Unit,1804,?,576,578,St Kilda,Road,?,Melbourne,3004,VIC,?
11715963,251000,4/03/2016,4/03/2016,585,?,?,3,2,3,3,?,?,?,?,1040,?,Y,?,Y,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,11,?,Cassia,Road,?,Melton,3337,VIC,580
11721461,363000,31/07/2018,31/07/2018,707,?,?,3,1,1,?,1974,Tile,?,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,1,1,?,?,?,?,?,Y,1,?,House,?,?,3,?,Harding,Way,?,Bulgarra,6714,WA,707
11731935,600000,22/06/2011,22/06/2011,20200,?,?,4,2,?,?,2005,Iron,?,Timber Floor,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,Y,1,?,House,?,?,19,?,Gibbard,Place,?,Bullsbrook,6084,WA,20156
11738190,780000,16/04/2019,31/08/2018,231,?,215,3,2,2,2,2014,Colorbond,Brick,?,?,?,?,?,?,?,?,?,1,1,?,?,?,1,?,?,1,1,?,?,?,?,?,Y,?,?,House,12,?,15,?,Parkfield,Street,?,Bunbury,6230,WA,231
11738825,0,12/05/2017,27/07/2016,753,?,?,4,2,2,2,2009,Concrete Tile,Brick Veneer / Painted Brick Facade,?,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,3,?,Mcivor,Court,?,Melton West,3337,VIC,753
11784054,532500,10/02/2019,10/02/2019,615,?,205,3,2,2,2,2003,Tile,?,?,?,Y,Y,?,?,?,?,1,1,1,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,House,?,?,10,?,Engleswood,Arcade,?,Canning Vale,6155,WA,615
11784630,225000,5/03/2019,5/03/2019,213,?,109,3,1,1,1,1993,Colorbond,Brickveneer,?,1105,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,Unit,2,?,59,67,Cureton,Avenue,?,Mildura,3500,VIC,?
11792792,507000,19/02/2013,19/02/2013,544,?,175,4,2,2,2,1997,Tile,Other,Carpet Floor,?,?,Y,?,?,?,?,1,?,1,?,?,?,1,?,1,1,1,?,?,?,?,?,?,?,?,House,?,?,9,?,Pinewood,Walk,?,Canning Vale,6155,WA,544
11792831,652000,24/05/2017,24/05/2017,576,?,227,4,2,2,2,2005,Tile,?,?,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,1,?,?,?,?,?,?,Y,2,?,House,?,?,5,?,Pintaclo,Way,?,Canning Vale,6155,WA,576
11798394,345000,23/03/2015,2/03/2015,542,?,?,3,1,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,188,?,Ontario,Avenue,?,Mildura,3500,VIC,541
11802229,0,2/12/2012,8/11/2012,198,?,55,1,1,1,?,1982,Metal Deck,Brick,?,390,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,Unit,3,?,244,?,San Mateo,Avenue,?,Mildura,3500,VIC,?
11805996,375000,22/11/2016,22/11/2016,1012,?,160,4,2,3,2,1994,IRON,Brick,?,1460,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,1,1,?,1,?,?,?,?,?,?,?,House,?,?,5,?,Busher,Place,?,Capel,6271,WA,1012
11823683,630000,12/09/2014,12/09/2014,?,?,136,3,2,?,2,2006,Tile,?,Tiled Floor Timber Floor,?,Y,Y,?,?,?,?,1,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,House,?,?,123C,?,Planet,Street,?,Carlisle,6101,WA,336
11826701,0,12/02/2013,4/09/2011,600,?,?,3,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,76,?,Mill Park,Drive,?,Mill Park,3082,VIC,600
11827437,695000,13/01/2018,13/01/2018,606,?,143,3,2,2,2,1990,?,?,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,Y,?,?,2,?,House,?,?,54,?,Moorhead,Drive,?,Mill Park,3082,VIC,606
11836604,2000000,27/11/2017,27/11/2017,43677,?,?,4,1,2,?,1976,Tile,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,?,?,House,?,?,92,?,Orton,Road,?,Casuarina,6167,WA,43667
11853103,0,8/09/2019,18/05/2018,109,?,67,2,1,1,0,1980,OTHER,OTHER,?,867,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,5,?,7,?,Lake,Avenue,?,Mitcham,3132,VIC,?
11912411,715000,16/07/2015,16/07/2015,?,?,?,4,2,2,?,1989,Tile,Brick,?,?,?,?,?,?,?,?,1,?,1,?,?,?,1,?,1,1,?,1,?,?,?,?,?,?,?,House,?,?,21,?,Cypress Point,Retreat,?,Connolly,6027,WA,607
11926196,487000,13/06/2013,4/06/2013,764,?,?,3,1,1,?,1964,?,?,Jarrah Timber Floor,?,Y,Y,?,?,?,?,?,?,?,?,?,?,1,?,1,1,?,?,?,?,?,?,?,?,?,House,?,?,6,?,Rocke,Street,?,Coolbellup,6163,WA,764
11934285,450000,8/04/2013,8/04/2013,?,?,193,4,2,2,2,1996,Tile,Brick,?,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,1,1,?,1,?,?,?,?,?,?,?,House,?,?,22,?,Inverness,Court,?,Cooloongup,6168,WA,600
11935669,798888,1/06/2018,1/06/2018,879,?,165,3,2,3,?,1975,Concrete Tile,Brick Veneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,7,?,Kinarra,Court,?,Mooroolbark,3138,VIC,878
11958129,0,9/04/2015,28/01/2014,1368,?,123,3,2,2,2,2000,Cement Tile,Brick Veneer,Timber Floor,?,?,Y,?,Y,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,4,?,9,?,Melrose,Street,?,Mordialloc,3195,VIC,230
11966763,630000,5/06/2014,21/05/2014,717,?,?,4,2,4,4,?,?,?,?,?,?,Y,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,11,?,Chadacre,Place,?,Mornington,3931,VIC,717
11988649,290000,12/04/2013,31/03/2012,110,?,?,2,1,1,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,6,?,50,?,Wilsons,Road,?,Mornington,3931,VIC,?
12004499,0,4/10/2018,22/05/2018,692,?,?,3,1,2,2,?,?,?,?,?,?,Y,?,Y,?,?,1,?,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,61,?,Savige,Street,?,Morwell,3840,VIC,691
12004649,230000,7/03/2012,7/03/2012,858,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,17,?,Glendale,Close,?,Denmark,6333,WA,858
12018270,715000,30/01/2016,30/01/2016,1316,?,158,4,2,2,?,1985,Metal Deck ,Brick Veneer Weatherboard ,Timber Floor,?,?,?,?,Y,?,?,1,1,1,Y,?,?,1,?,?,?,?,1,1,?,?,?,?,?,?,House,?,?,88,?,Autumn,Crescent,?,Mount Eliza,3930,VIC,1316
12044652,2200000,4/03/2019,4/03/2019,3541,?,?,4,2,7,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,Y,Y,?,?,House,?,?,92,?,Bay,Road,?,Mount Martha,3934,VIC,3551
12059416,790000,18/10/2013,18/10/2013,885,?,146,3,2,2,2,1989,Tile,Brick  Tile,?,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,?,1,1,?,?,?,?,Y,Y,?,?,House,?,?,36,?,Waterside,Drive,?,Dudley Park,6210,WA,885
12090721,264000,13/07/2012,28/09/2011,2970,?,?,1,1,?,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,House,?,?,142,?,Boundary,Road,?,East Carnarvon,6701,WA,2947
12096862,323000,31/12/2010,16/10/2010,?,?,57,2,1,1,?,1970,Tile,Double,?,?,?,?,?,?,?,?,1,?,?,?,?,?,1,?,?,1,?,?,?,?,Y,Y,?,?,?,Unit,21,?,9,?,Preston Point,Road,?,East Fremantle,6158,WA,57
12108679,656000,15/11/2014,15/11/2014,730,?,?,4,3,2,?,?,?,?,Timber Floor,?,Y,Y,?,?,?,?,1,2,?,?,?,?,1,?,?,?,?,?,?,?,?,?,Y,?,?,House,?,?,8,?,Somerset,Court,?,Mulgrave,3170,VIC,730
12121272,0,2/06/2011,17/05/2011,593,?,?,?,1,?,1,?,?,?,?,1303,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,?,?,House,?,?,175,?,Murrumbeena,Road,?,Murrumbeena,3163,VIC,622
12122857,385000,15/06/2017,15/06/2017,769,?,?,4,2,2,2,2003,Tile,Brick,?,?,?,Y,?,?,?,?,?,1,1,?,?,?,1,?,1,1,1,1,?,?,?,?,?,2,?,House,?,?,12,?,Butcherbird,Court,?,Eaton,6232,WA,769
12127462,377500,12/11/2018,12/11/2018,635,?,?,4,2,3,2,1997,Tile,?,?,?,Y,Y,?,Y,?,?,1,1,1,?,?,?,1,?,1,1,?,1,?,?,?,?,Y,?,?,House,?,?,3,?,Pecan,Lane,?,Eaton,6232,WA,635
12129906,602500,22/11/2010,22/11/2010,734,?,211,4,2,2,2,1998,Tile,Brick,?,?,?,?,?,?,?,?,1,?,1,?,?,?,1,?,1,1,1,1,?,?,?,?,?,3,?,House,?,?,15,?,Freeland,Way,?,Eden Hill,6054,WA,734
12138500,667000,19/02/2013,19/02/2013,1353,?,262,4,2,2,3,2005,Tile,?,Carpet Floor Oak Timber Floor,?,?,Y,?,?,?,?,1,1,1,?,?,?,1,?,1,1,1,1,?,?,?,?,?,?,?,House,?,?,102,?,Charlottes,Vista,?,Ellenbrook,6069,WA,1354
12144410,668500,30/06/2018,30/06/2018,751,?,?,2,2,2,?,?,Colourbond,Brickveneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,51,?,Coachwood,Crescent,?,Narre Warren,3805,VIC,751
12151603,96000,14/09/2010,14/09/2010,760,?,?,3,1,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,5,?,White,Court,?,Eneabba,6518,WA,760
12164741,550000,24/02/2017,24/02/2017,804,?,?,3,2,2,2,1982,Tile,?,?,?,?,Y,?,?,?,?,1,1,1,Y,?,?,1,?,?,1,?,1,?,?,Y,Y,?,?,?,House,?,?,7,?,Aquarius,Close,?,Falcon,6210,WA,804
12174101,425000,27/08/2013,25/05/2013,589,?,?,4,2,2,2,?,?,?,?,?,?,Y,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,?,?,House,?,?,9,?,Colwyn,Drive,?,Narre Warren South,3805,VIC,589
12186271,650000,22/07/2019,22/07/2019,722,?,262,4,2,2,2,2002,Concrete Tile,Brick Veneer,?,2167,?,Y,?,?,?,?,?,?,?,Y,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,House,?,?,8,?,Peppertree,Avenue,?,Narre Warren South,3805,VIC,722
12199315,570000,3/03/2018,3/03/2018,1001,?,?,4,2,4,2,?,?,?,Concrete Floor,?,?,Y,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,?,House,?,?,8,?,Shirley,Road,?,Neerim South,3831,VIC,1000
12206464,132000,14/02/2018,14/02/2018,882,?,?,2,1,2,?,?,?,Brick Veneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,1,?,Leith,Street,?,Newborough,3825,VIC,882
12234571,500001,9/07/2013,15/10/2012,382,?,105,3,1,1,?,1900,CGI,Weatherboard,?,1127,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,26,?,Austin,Street,?,Newtown,3220,VIC,383
12242996,1175000,3/02/2011,3/02/2011,1038,?,?,3,4,2,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,?,?,?,?,?,?,House,?,?,39,?,Virginia,Street,?,Newtown,3220,VIC,1003
12248073,326000,24/05/2013,23/04/2013,821,?,?,3,1,1,1,1972,Tile,?,?,1480,Y,Y,?,?,?,?,1,?,1,?,?,?,1,?,?,1,?,?,?,?,Y,?,?,?,?,House,?,?,31,?,Crandon,Street,?,Gosnells,6110,WA,822
12308756,560000,15/09/2011,15/09/2011,728,?,170,3,1,2,?,1969,Tile,Brick,Jarrah Timber Floor,?,?,Y,?,?,?,?,1,?,1,?,?,?,1,?,?,1,?,1,?,?,Y,?,Y,?,?,House,?,?,50,?,Ardleigh,Crescent,?,Hamersley,6022,WA,727
12311010,780000,26/05/2011,26/05/2011,?,?,?,2,2,1,1,?,?,?,Timber Floor,?,?,Y,?,?,?,?,?,1,?,?,?,?,1,?,?,?,?,?,1,?,?,Y,Y,?,?,Unit,2,?,15,19,Stawell,Street,?,North Melbourne,3051,VIC,?
12329340,1285000,20/04/2019,9/03/2017,269,?,?,3,1,?,?,?,?,?,Timber Floor,?,?,?,?,Y,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,9,?,Jessie,Street,?,Northcote,3070,VIC,282
12341287,1254000,2/09/2017,2/09/2017,726,?,160,4,2,2,?,1970,Colourbond,Other,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,House,?,?,80,?,Westerfield,Drive,?,Notting Hill,3168,VIC,727
12349986,868000,15/08/2013,15/08/2013,750,?,170,3,2,?,?,1930,Terrcotta Tiles,Weatherboard,?,?,?,Y,?,Y,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,House,?,?,58,?,Dunlavin,Road,?,Nunawading,3131,VIC,766
12351671,345000,23/04/2012,14/04/2012,523,?,116,5,2,1,1,1989,Tile,?,?,?,Y,Y,?,?,?,?,1,1,1,Y,?,?,1,?,?,1,1,?,?,?,?,?,?,?,?,House,?,?,5,?,Kite,Court,?,High Wycombe,6057,WA,523
12352447,805000,23/09/2019,27/08/2019,305,?,?,3,2,2,2,1999,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Unit,5,?,46,?,Lorikeet,Street,?,Nunawading,3131,VIC,?
12372990,763000,10/10/2015,10/10/2015,240,?,?,3,2,1,1,2000,?,?,Timber Floor,2168,?,Y,?,?,?,?,1,1,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,Unit,1,?,34,?,Heath,Avenue,?,Oakleigh,3166,VIC,?
12386834,996000,17/12/2016,17/12/2016,606,?,?,3,1,3,1,?,?,Weatherboard,?,2172,?,Y,?,Y,?,?,1,?,1,Y,?,?,1,?,?,?,?,?,?,?,Y,?,?,?,?,House,?,?,25,?,Joyce,Avenue,?,Oakleigh South,3167,VIC,613
12410727,685000,19/01/2014,19/01/2014,759,?,233,4,2,2,2,1998,Tile,Double,?,?,Y,Y,?,?,?,?,1,1,1,?,?,?,1,?,1,1,1,1,?,?,?,Y,Y,?,?,House,?,?,5,?,Kooyonga,Cross,?,Jandakot,6164,WA,759
12418705,335000,29/05/2011,12/02/2011,?,?,42,1,1,1,?,1966,Tile,?,?,?,?,Y,?,Y,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,Y,?,?,Unit,2,?,1,?,Jersey,Street,?,Jolimont,6014,WA,52
12419490,814000,26/10/2019,3/10/2019,988,?,545,2,1,1,1,1995,?,?,?,?,?,?,?,?,?,?,1,?,1,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,Unit,2,?,64,?,Lillimur,Road,?,Ormond,3204,VIC,?
12420278,535000,3/03/2018,3/03/2018,1026,?,632,2,2,2,2,?,?,?,?,1344,Y,Y,?,?,?,?,?,1,?,?,1,?,1,?,?,?,?,?,?,Y,?,?,?,?,?,Unit,9,?,498,?,North,Road,?,Ormond,3204,VIC,?
12442576,410000,1/03/2019,17/01/2019,1115,?,?,3,1,1,1,1968,Tile,?,Timber Floor,1700,?,Y,?,?,?,?,?,?,?,?,?,?,1,?,?,1,?,?,?,?,?,?,?,1,?,House,?,?,6,?,Mounthaven,Street,?,Kalamunda,6076,WA,1117
12455721,723000,12/04/2012,12/04/2012,4,?,249,4,2,4,2,1978,Tile,?,?,?,?,Y,?,?,?,?,1,?,1,?,?,?,1,?,?,1,?,1,?,?,?,?,Y,?,?,House,?,?,9,?,Clyo,Way,?,Kallaroo,6025,WA,682
12468865,565000,28/12/2018,28/12/2018,530,?,182,4,2,2,2,1992,TILE,OTHER,Carpet Floor,2000,?,Y,?,Y,?,?,1,1,1,?,?,?,1,?,1,1,1,?,?,?,?,?,?,2,?,House,?,?,12,?,Meadow,Close,?,Kardinya,6163,WA,530
12502936,340000,14/06/2015,6/06/2015,8000,?,80,2,1,1,1,1995,?,?,?,1084,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,Y,?,?,Y,?,?,Unit,46,?,5,?,Thompson,Road,?,Patterson Lakes,3197,VIC,?
